NPI,ProviderName,Address1,Address2,City,State,Zip,DataGenesis,DataType
2321324022,Dr. Alfi Geibel,3350 Annamark Pass NE,,Washington,D.C.,20434,Noisy,Provider
2162391771,Dr. Noam Skirrow,4 International Crossing SW,UNIT 299,Washington,D.C.,20122,Noisy,Provider
1771774772,Allergy and Immunology Health Group,6574 Rusk Pass NE,,Washington,D.C.,20420,Noisy,Provider
1924277873,Allergy and Immunology Physician Practice,9148 Crescent Oaks Circle SE,SUITE 638,Washington,D.C.,20018,Noisy,Provider
1704468930,Preventive Care Health Group,6 Fair Oaks Avenue NE,UNIT 155,Washington,D.C.,20370,Noisy,Provider
1640962339,Dr. Boigie Ditts,594 High Crossing Hill NE,UNIT 879,Washington,D.C.,20142,Noisy,Provider
2783871521,Neurological Physician Practice,6 Mifflin Alley SW,UNIT 146,Washington,D.C.,20178,Noisy,Provider
1049861741,Dr. Daryn Fray,20 Melvin Road SW,UNIT 520,Washington,D.C.,20181,Noisy,Provider
2630497699,Dental Wellness Clinic,88237 Eastlawn Pass SE,UNIT 342,Washington,D.C.,20302,Noisy,Provider
2918504283,Dr. Flossi Carrigan,2911 Annamark Point SW,UNIT 308,Washington,D.C.,20190,Noisy,Provider
2574391060,Dr. Kacie Plewman,93363 Gulseth Parkway SW,,Washington,D.C.,20139,Noisy,Provider
1102014766,Dermatology Physician Center,7350 Linden Street NW,UNIT 836,Washington,D.C.,20020,Noisy,Provider
2714340064,Dr. Veronique Widdecombe,3 Glacier Hill Hill SW,SUITE 556,Washington,D.C.,20293,Noisy,Provider
1716246039,Dr. Lind Arrault,44850 Tennessee Lane NE,SUITE 829,Washington,D.C.,20109,Noisy,Provider
1189449889,Dental Medical Associates,68 Armistice Center SE,UNIT 350,Washington,D.C.,20153,Noisy,Provider
1276685033,Preventive Care Healthcare Center,7065 Anhalt Avenue SW,UNIT 610,Washington,D.C.,20126,Noisy,Provider
1129147442,Dr. Gizela Blunsom,78208 Esker Terrace NE,SUITE 966,Washington,D.C.,20274,Noisy,Provider
2820916725,Dr. Issi Ginnaly,6702 Merchant Parkway SE,SUITE 929,Washington,D.C.,20217,Noisy,Provider
1356570196,Dr. Hodge Gascoine,7 Northridge Street NE,UNIT 111,Washington,D.C.,20264,Noisy,Provider
1507824927,Physical Medicine and Rehabilitation Healthcare Group,0027 Maple Pass SW,UNIT 309,Washington,D.C.,20532,Noisy,Provider
2076100770,Dr. Steven Klainer,78043 Hoffman Park SE,,Washington,D.C.,20180,Noisy,Provider
1125437118,Dr. Kimberlyn Springtorp,544 Fordem Street SW,SUITE 964,Washington,D.C.,20540,Noisy,Provider
1577794417,Allergy and Immunology Physician Practice,12 Di Loreto Alley NE,UNIT 248,Washington,D.C.,20429,Noisy,Provider
1183754720,Dental Healthcare Center,84136 Armistice Junction SW,,Washington,D.C.,20196,Noisy,Provider
2373161901,Dermatology Health Center,5558 Dovetail Hill NE,UNIT 915,Washington,D.C.,20443,Noisy,Provider
1347336217,Internal Medicine Wellness Group,00823 Fairfield Lane SE,UNIT 190,Washington,D.C.,20503,Noisy,Provider
2213292362,Dr. Freeland Rollingson,6796 Laurel Park NW,,Washington,D.C.,20173,Noisy,Provider
2097487421,Dr. Nathalia Batrick,20 Granby Court SW,,Washington,D.C.,20491,Noisy,Provider
2754186364,Dental Wellness Clinic,21346 Oakridge Park NE,SUITE 323,Washington,D.C.,20551,Noisy,Provider
1058954160,Orthopaedic Health Clinic,905 Marquette Lane NW,,Washington,D.C.,20320,Noisy,Provider
1559234138,Dr. Jena McCrory,392 Summerview Circle SE,SUITE 564,Washington,D.C.,20055,Noisy,Provider
2692950087,Dental Healthcare Clinic,41114 Continental Alley SW,,Washington,D.C.,20162,Noisy,Provider
2275477067,Dr. Sebastiano Beaufoy,53 Debs Place SE,,Washington,D.C.,20320,Noisy,Provider
2769601318,Dr. Grenville MacSkeagan,49 School Alley NW,SUITE 675,Washington,D.C.,20236,Noisy,Provider
2887392902,Dermatology Health Clinic,6667 Forest Dale Crossing NW,,Washington,D.C.,20225,Noisy,Provider
2881410579,Physical Medicine and Rehabilitation Wellness Associates,4843 Armistice Park SW,SUITE 914,Washington,D.C.,20282,Noisy,Provider
1868666991,Internal Medicine Health Clinic,23596 Sycamore Circle NE,,Washington,D.C.,20585,Noisy,Provider
2064893992,Physical Medicine and Rehabilitation Physician Practice,2 Maryland Circle NW,SUITE 227,Washington,D.C.,20580,Noisy,Provider
2219792014,Ophtalmology Wellness Clinic,102 Di Loreto Point SE,,Washington,D.C.,20034,Noisy,Provider
2666015957,Dr. Bev Passfield,489 Esker Road NW,UNIT 559,Washington,D.C.,20018,Noisy,Provider
2088623603,Allergy and Immunology Medical Practice,24 Darwin Lane NE,,Washington,D.C.,20402,Noisy,Provider
1321732064,Psychiatric Wellness Practice,2 Westend Park SE,UNIT 422,Washington,D.C.,20461,Noisy,Provider
2919193788,Family Wellness Associates,3484 Esker Terrace SW,UNIT 995,Washington,D.C.,20208,Noisy,Provider
2343563661,DC Medical Practice,8764 Forest Run Circle SE,,Washington,D.C.,20523,Noisy,Provider
2723768814,Dr. Fulvia Arbuckel,722 Orin Street SE,,Washington,D.C.,20413,Noisy,Provider
1181072289,Dr. Aldus Laytham,09143 Eagle Crest Point SE,UNIT 913,Washington,D.C.,20315,Noisy,Provider
2704918188,Dr. Melania Kolis,136 Anniversary Junction NW,SUITE 757,Washington,D.C.,20082,Noisy,Provider
1169074425,Family Health Practice,95 Grayhawk Point SW,,Washington,D.C.,20099,Noisy,Provider
1879304561,Internal Medicine Health Center,51 Mallard Alley SE,SUITE 392,Washington,D.C.,20182,Noisy,Provider
1739246181,Physical Medicine and Rehabilitation Physician Clinic,2753 Erie Road NW,UNIT 929,Washington,D.C.,20096,Noisy,Provider
1419233793,Dr. Caryl Chumley,56227 Almo Park NW,SUITE 720,Washington,D.C.,20033,Noisy,Provider
2610052709,Dr. Clarinda Portwain,6563 Farwell Plaza SE,UNIT 633,Washington,D.C.,20549,Noisy,Provider
2011372302,Dr. Jean Restill,5 Clove Point SE,UNIT 161,Washington,D.C.,20542,Noisy,Provider
2599356517,Dr. Joceline Bust,8243 Haas Crossing SW,SUITE 718,Washington,D.C.,20369,Noisy,Provider
1949332639,Dr. Ruddie Cassam,00882 Johnson Parkway SE,UNIT 403,Washington,D.C.,20246,Noisy,Provider
2482570818,Colon and Rectal Health Associates,266 Erie Hill SE,SUITE 345,Washington,D.C.,20315,Noisy,Provider
1407861873,Ophtalmology Healthcare Practice,9353 Loftsgordon Road NE,SUITE 250,Washington,D.C.,20237,Noisy,Provider
2351459129,Allergy and Immunology Wellness Center,92741 Loftsgordon Place NE,SUITE 161,Washington,D.C.,20197,Noisy,Provider
1307449182,Neurological Wellness Center,69414 Farragut Hill SE,UNIT 357,Washington,D.C.,20271,Noisy,Provider
1984120369,Allergy and Immunology Physician Group,2 Mcguire Hill NE,UNIT 799,Washington,D.C.,20041,Noisy,Provider
1886426419,Dr. Heida Cabral,17 Granby Way SE,UNIT 188,Washington,D.C.,20022,Noisy,Provider
2359898243,Urgent Care Wellness Clinic,8395 Washington Place SW,SUITE 796,Washington,D.C.,20530,Noisy,Provider
2561907456,Dr. Thoma Edwards,17223 Utah Park NW,SUITE 844,Washington,D.C.,20494,Noisy,Provider
1815739766,DC Medical Practice,09571 Kinsman Terrace NW,SUITE 939,Washington,D.C.,20312,Noisy,Provider
1852524207,Orthopaedic Physician Associates,7229 Longview Drive SE,SUITE 392,Washington,D.C.,20443,Noisy,Provider
2873011172,Colon and Rectal Health Group,713 Nevada Lane NW,,Washington,D.C.,20250,Noisy,Provider
1034106044,Internal Medicine Healthcare Associates,848 Texas Drive NE,SUITE 774,Washington,D.C.,20206,Noisy,Provider
2618125432,Dr. Simone Beardall,03 Service Lane NW,,Washington,D.C.,20539,Noisy,Provider
1790205827,Physical Medicine and Rehabilitation Medical Clinic,8079 Sundown Crossing NE,,Washington,D.C.,20254,Noisy,Provider
1166124524,Allergy and Immunology Healthcare Associates,93531 Pearson Trail SE,UNIT 675,Washington,D.C.,20291,Noisy,Provider
1072124859,Dr. Findley Vassie,37805 Logan Point SE,UNIT 129,Washington,D.C.,20089,Noisy,Provider
1799735963,Ophtalmology Medical Clinic,458 Schiller Way SW,,Washington,D.C.,20475,Noisy,Provider
1657365530,Dr. Felix Trevain,17 Dovetail Hill SE,,Washington,D.C.,20202,Noisy,Provider
1726934853,Dr. Elladine Staples,9425 Pleasure Center SW,,Washington,D.C.,20245,Noisy,Provider
1466020169,Dr. Nikoletta Pipworth,27 Calypso Parkway NE,UNIT 337,Washington,D.C.,20525,Noisy,Provider
1658360170,Dr. Charlena Rasch,852 Heath Drive NE,,Washington,D.C.,20112,Noisy,Provider
2221244717,Neurological Wellness Practice,638 Chive Crossing SE,UNIT 440,Washington,D.C.,20329,Noisy,Provider
2723932574,Ophtalmology Health Group,5 Erie Crossing NE,,Washington,D.C.,20171,Noisy,Provider
2501687002,Dr. Davidson Guyton,98 Eliot Place NE,UNIT 726,Washington,D.C.,20009,Noisy,Provider
1979524961,Urgent Care Physician Associates,4292 Hudson Court NW,UNIT 711,Washington,D.C.,20419,Noisy,Provider
1123497660,Dermatology Medical Center,333 3rd Plaza NE,,Washington,D.C.,20530,Noisy,Provider
1446237969,Colon and Rectal Health Practice,9812 Pankratz Park NE,,Washington,D.C.,20084,Noisy,Provider
1802578677,Dr. Gale Bough,5 Butterfield Road NW,,Washington,D.C.,20293,Noisy,Provider
2619493635,Dermatology Medical Clinic,1 Mandrake Trail SE,SUITE 432,Washington,D.C.,20270,Noisy,Provider
2324598867,Dr. Latia Barbe,383 Thompson Court NW,,Washington,D.C.,20484,Noisy,Provider
1404515467,Physical Medicine and Rehabilitation Physician Associates,7 Di Loreto Junction SW,UNIT 390,Washington,D.C.,20319,Noisy,Provider
1547872424,Neurological Health Center,761 Armistice Avenue SW,SUITE 168,Washington,D.C.,20286,Noisy,Provider
2179028034,Urgent Care Healthcare Clinic,68 Kinsman Point SE,UNIT 747,Washington,D.C.,20567,Noisy,Provider
2044582044,DC Physician Clinic,34 Crownhardt Court SE,SUITE 400,Washington,D.C.,20394,Noisy,Provider
1978666350,Dermatology Health Group,214 Warner Center NE,,Washington,D.C.,20018,Noisy,Provider
2742783694,Dr. Wolfy Horstead,6726 Crest Line Plaza NW,SUITE 372,Washington,D.C.,20598,Noisy,Provider
2009084706,DC Medical Center,35 Melrose Lane NE,UNIT 108,Washington,D.C.,20303,Noisy,Provider
2454404009,Orthopaedic Wellness Center,92205 Oneill Place SE,UNIT 969,Washington,D.C.,20502,Noisy,Provider
1313525971,Internal Medicine Health Group,8 Hazelcrest Pass SE,UNIT 593,Washington,D.C.,20334,Noisy,Provider
2798127911,Dr. Nissy Peter,556 Basil Alley NE,,Washington,D.C.,20037,Noisy,Provider
2405208876,Urgent Care Health Practice,01970 Pond Place NE,,Washington,D.C.,20393,Noisy,Provider
1994589565,Dr. Brook Oak,74781 Golden Leaf Avenue NW,,Washington,D.C.,20283,Noisy,Provider
1970706051,Family Physician Practice,67789 Everett Alley SE,SUITE 368,Washington,D.C.,20031,Noisy,Provider
1360702219,Dr. Cully Reisenberg,49 Ruskin Plaza NE,UNIT 973,Washington,D.C.,20479,Noisy,Provider
2752969867,Family Medical Practice,37317 Autumn Leaf Trail NW,,Washington,D.C.,20241,Noisy,Provider
2693464814,Dr. Dimitri Sweatland,070 Bunker Hill Avenue NW,SUITE 147,Washington,D.C.,20137,Noisy,Provider
1044086635,DC Health Group,51515 Talmadge Court SW,UNIT 880,Washington,D.C.,20570,Noisy,Provider
1582434450,Dr. Blisse Goldsmith,18 Farmco Junction NE,UNIT 647,Washington,D.C.,20113,Noisy,Provider
2710015666,Dr. Pincas Triggle,1795 Golf Drive SE,UNIT 252,Washington,D.C.,20142,Noisy,Provider
1287062970,Dr. Davina Dunkerly,7250 Anthes Plaza NW,SUITE 307,Washington,D.C.,20146,Noisy,Provider
2115184333,Orthopaedic Health Center,77896 Spaight Lane NE,UNIT 443,Washington,D.C.,20078,Noisy,Provider
1950413877,Orthopaedic Healthcare Clinic,505 Meadow Ridge Alley SW,,Washington,D.C.,20239,Noisy,Provider
2704775748,Dr. Rozelle Biesty,79835 Stang Circle SW,SUITE 501,Washington,D.C.,20443,Noisy,Provider
2951923392,Family Health Associates,60943 West Plaza SE,UNIT 203,Washington,D.C.,20474,Noisy,Provider
1110664982,Neurological Wellness Practice,91162 Reinke Way SW,UNIT 945,Washington,D.C.,20056,Noisy,Provider
1346103989,Allergy and Immunology Health Associates,915 Lillian Crossing NE,,Washington,D.C.,20191,Noisy,Provider
2698509257,Dr. Lynea Catterell,7 Clove Park NE,UNIT 814,Washington,D.C.,20233,Noisy,Provider
2225360482,Dr. Batsheva Kirkam,04 Farragut Terrace NW,UNIT 888,Washington,D.C.,20240,Noisy,Provider
1057521035,Dr. Cullin Gabbott,3042 Lyons Terrace NE,,Washington,D.C.,20151,Noisy,Provider
1925574119,DC Healthcare Clinic,04637 Continental Terrace NE,,Washington,D.C.,20594,Noisy,Provider
1226002444,Physical Medicine and Rehabilitation Physician Center,72 Logan Drive SE,UNIT 730,Washington,D.C.,20212,Noisy,Provider
2009720772,Physical Medicine and Rehabilitation Medical Associates,851 Eastwood Center NE,,Washington,D.C.,20277,Noisy,Provider
2342892691,Dental Wellness Group,91 Ridgeview Way SW,UNIT 519,Washington,D.C.,20444,Noisy,Provider
2877326295,Dr. Robenia Eldershaw,2 Parkside Crossing NE,UNIT 521,Washington,D.C.,20093,Noisy,Provider
2141085785,Dr. Jeff Edleston,39760 Talmadge Crossing SE,,Washington,D.C.,20273,Noisy,Provider
2482788455,Dr. Carrie Creevy,27211 Delladonna Circle SE,SUITE 276,Washington,D.C.,20033,Noisy,Provider
2796802548,Dr. Klemens Vaggs,9 Westerfield Point NE,SUITE 352,Washington,D.C.,20191,Noisy,Provider
1487932063,Orthopaedic Healthcare Associates,0415 Lien Plaza SW,SUITE 374,Washington,D.C.,20074,Noisy,Provider
1507744713,Allergy and Immunology Health Group,9043 Dapin Trail NE,UNIT 136,Washington,D.C.,20463,Noisy,Provider
2359413704,Dr. Alethea Kindley,84512 Loeprich Junction SE,UNIT 911,Washington,D.C.,20036,Noisy,Provider
1510237589,DC Healthcare Clinic,7196 Manley Court SE,UNIT 436,Washington,D.C.,20167,Noisy,Provider
1028303079,Dr. Misha Doumerc,54 Browning Avenue SW,SUITE 609,Washington,D.C.,20370,Noisy,Provider
1502560851,Dr. Kalila Crewes,74 Blaine Way SE,,Washington,D.C.,20147,Noisy,Provider
1080777091,Physical Medicine and Rehabilitation Wellness Clinic,1 Knutson Point NE,SUITE 175,Washington,D.C.,20301,Noisy,Provider
1566729098,Family Health Group,74177 Ruskin Circle NE,SUITE 272,Washington,D.C.,20473,Noisy,Provider
1380296721,Neurological Health Clinic,991 Elgar Alley NE,,Washington,D.C.,20380,Noisy,Provider
1922086623,Dr. Reuben Stoggles,68923 Waxwing Terrace SW,UNIT 143,Washington,D.C.,20283,Noisy,Provider
1528808082,Dr. Dinah Satchell,720 Di Loreto Circle NW,,Washington,D.C.,20351,Noisy,Provider
1949456270,Dr. Eulalie Maskrey,1296 Buell Court SE,UNIT 688,Washington,D.C.,20343,Noisy,Provider
2917563157,Allergy and Immunology Wellness Clinic,7579 Hansons Park SW,UNIT 511,Washington,D.C.,20438,Noisy,Provider
2183917732,Dr. Matthias Hawarden,933 Shoshone Plaza SE,UNIT 244,Washington,D.C.,20472,Noisy,Provider
2006671379,Dr. Olympe McKevin,628 Manitowish Road SW,,Washington,D.C.,20317,Noisy,Provider
1568102189,Dr. Mead Newtown,569 Barnett Lane SW,UNIT 712,Washington,D.C.,20379,Noisy,Provider
1969410882,Dr. Yvette MacKnight,4507 Mesta Alley NW,SUITE 165,Washington,D.C.,20293,Noisy,Provider
2829402872,Family Physician Associates,87 Myrtle Road NW,,Washington,D.C.,20125,Noisy,Provider
2455657488,Preventive Care Medical Clinic,26249 Northland Hill SW,UNIT 269,Washington,D.C.,20096,Noisy,Provider
2774479310,Dr. Amaleta Caldecutt,1 Ruskin Park SE,,Washington,D.C.,20590,Noisy,Provider
1137276188,Dr. Lenore de Leon,04084 Derek Drive SW,SUITE 749,Washington,D.C.,20167,Noisy,Provider
2353458684,Dr. Humbert Stonnell,470 Pond Parkway NE,UNIT 417,Washington,D.C.,20328,Noisy,Provider
1700945863,Dental Medical Group,9 Spaight Way SW,,Washington,D.C.,20023,Noisy,Provider
2237589832,Dr. Ida Rosenau,3 Bobwhite Plaza SE,UNIT 246,Washington,D.C.,20538,Noisy,Provider
2774728415,Urgent Care Healthcare Clinic,5960 Gale Parkway NE,,Washington,D.C.,20232,Noisy,Provider
1709914188,Dr. Giffer Lage,747 Hollow Ridge Road NE,UNIT 912,Washington,D.C.,20250,Noisy,Provider
1090170926,Family Health Group,614 Mariners Cove Drive NE,,Washington,D.C.,20192,Noisy,Provider
2738118588,Psychiatric Medical Practice,6791 Mcbride Plaza SE,,Washington,D.C.,20180,Noisy,Provider
2750322318,Dr. Sadye Ramiro,71430 Forest Run Terrace SW,SUITE 495,Washington,D.C.,20444,Noisy,Provider
1942615774,Colon and Rectal Medical Associates,478 Norway Maple Trail SW,SUITE 322,Washington,D.C.,20086,Noisy,Provider
2547698740,Neurological Medical Practice,8 Meadow Vale Road NE,SUITE 289,Washington,D.C.,20065,Noisy,Provider
1810573498,Dr. Cynthea Birkenshaw,77 Maple Center SW,,Washington,D.C.,20447,Noisy,Provider
1777409124,Dr. Bondon Fanthome,3968 Atwood Road SE,SUITE 909,Washington,D.C.,20592,Noisy,Provider
2362084062,Orthopaedic Health Group,14913 Clemons Road SE,SUITE 589,Washington,D.C.,20454,Noisy,Provider
2898542423,Dr. Ingrid Cottem,6 6th Circle SW,,Washington,D.C.,20438,Noisy,Provider
1176215378,Colon and Rectal Healthcare Associates,963 Crest Line Place SW,UNIT 463,Washington,D.C.,20450,Noisy,Provider
2659664947,Dr. Ely Stoak,24126 Charing Cross Park NE,UNIT 880,Washington,D.C.,20430,Noisy,Provider
2412347042,DC Health Associates,59 Emmet Road SE,UNIT 428,Washington,D.C.,20345,Noisy,Provider
1116585488,Dr. Karalynn Aleso,458 Sheridan Park NW,SUITE 686,Washington,D.C.,20404,Noisy,Provider
1409930945,Dr. Shayla Woodnutt,5981 7th Alley NE,,Washington,D.C.,20507,Noisy,Provider
2556248199,Dr. Leontyne Bordis,83 Homewood Place SW,,Washington,D.C.,20348,Noisy,Provider
1694981785,Neurological Healthcare Group,528 Oneill Avenue SE,SUITE 797,Washington,D.C.,20489,Noisy,Provider
2341193208,Urgent Care Wellness Center,58 Melrose Alley SE,UNIT 654,Washington,D.C.,20036,Noisy,Provider
2246302884,Dr. Electra Pickup,25726 Katie Terrace SE,,Washington,D.C.,20156,Noisy,Provider
1522462673,Dr. Ines Wrenn,69436 Ruskin Crossing NE,SUITE 946,Washington,D.C.,20542,Noisy,Provider
1503447893,Dental Healthcare Associates,7 Muir Crossing SW,,Washington,D.C.,20127,Noisy,Provider
1366188100,Preventive Care Wellness Associates,0758 Bultman Park NE,SUITE 777,Washington,D.C.,20020,Noisy,Provider
1750378812,Preventive Care Healthcare Clinic,4873 Dryden Way SW,UNIT 656,Washington,D.C.,20160,Noisy,Provider
1122411202,Dr. Moreen Sarfat,831 Green Hill NW,SUITE 830,Washington,D.C.,20388,Noisy,Provider
1472484291,Dr. Mersey Aronin,81 Talmadge Street NW,UNIT 420,Washington,D.C.,20285,Noisy,Provider
1777445725,Dental Health Center,0779 Arapahoe Park NE,UNIT 136,Washington,D.C.,20278,Noisy,Provider
1054423923,Urgent Care Healthcare Group,23814 Sutteridge Trail SE,SUITE 425,Washington,D.C.,20430,Noisy,Provider
2966919586,Dr. Kevan Bootherstone,311 Amoth Parkway SW,,Washington,D.C.,20536,Noisy,Provider
1758870024,Dr. Fidelia Brazil,06 Westridge Trail SW,,Washington,D.C.,20427,Noisy,Provider
2471423112,Psychiatric Health Center,07272 Beilfuss Hill NW,UNIT 376,Washington,D.C.,20427,Noisy,Provider
1461523178,Dr. Xena Breheny,080 Hauk Park SE,,Washington,D.C.,20312,Noisy,Provider
2396971044,Dr. Demott Lightbown,02 Dixon Junction SE,UNIT 112,Washington,D.C.,20083,Noisy,Provider
2322633509,Dr. Catina Lulham,95 Pepper Wood Court SE,SUITE 427,Washington,D.C.,20146,Noisy,Provider
2500770432,Dr. Rollo Emmett,61345 Mariners Cove Avenue SE,SUITE 319,Washington,D.C.,20389,Noisy,Provider
1435190424,Colon and Rectal Healthcare Practice,643 Sachs Pass SW,SUITE 659,Washington,D.C.,20173,Noisy,Provider
1414514511,DC Wellness Clinic,33453 Westport Pass NW,UNIT 686,Washington,D.C.,20075,Noisy,Provider
2167055080,Family Medical Clinic,4 Sunnyside Trail SW,SUITE 843,Washington,D.C.,20226,Noisy,Provider
2657116634,Ophtalmology Medical Associates,69 Anderson Lane SW,UNIT 342,Washington,D.C.,20373,Noisy,Provider
1971222764,Neurological Physician Clinic,1 Hoepker Lane NW,UNIT 559,Washington,D.C.,20528,Noisy,Provider
1878024596,Dr. Merry Stanhope,92080 Myrtle Trail NW,UNIT 320,Washington,D.C.,20211,Noisy,Provider
2805176191,DC Medical Center,18 Northwestern Alley NE,SUITE 434,Washington,D.C.,20035,Noisy,Provider
2791155618,Dr. Raleigh Mowles,483 Nelson Parkway NW,UNIT 300,Washington,D.C.,20593,Noisy,Provider
1364930632,Internal Medicine Wellness Associates,31060 Esker Center SW,,Washington,D.C.,20008,Noisy,Provider
1338651900,Dr. Wiley Itshak,687 Glendale Avenue SE,,Washington,D.C.,20228,Noisy,Provider
2634446881,Dr. Darrin Lambillion,4 Loeprich Parkway NW,,Washington,D.C.,20041,Noisy,Provider
2058342358,Dr. Buck Kubu,3775 Oakridge Lane NE,,Washington,D.C.,20023,Noisy,Provider
2679205650,Dr. Bernetta Cristol,24061 Morrow Drive NW,SUITE 757,Washington,D.C.,20246,Noisy,Provider
2008244157,Family Healthcare Practice,60356 Bunker Hill Alley SE,UNIT 477,Washington,D.C.,20553,Noisy,Provider
2934874272,Dr. Munroe Portugal,09 Loeprich Junction SE,SUITE 343,Washington,D.C.,20365,Noisy,Provider
2697324863,Dr. Dorey Hallum,90 Old Shore Avenue SE,SUITE 210,Washington,D.C.,20380,Noisy,Provider
2069650765,Neurological Medical Group,937 Orin Point NW,UNIT 991,Washington,D.C.,20237,Noisy,Provider
2920212225,Dr. Marie-jeanne Orchard,0 Dixon Street NW,,Washington,D.C.,20361,Noisy,Provider
2822521663,Ophtalmology Physician Associates,471 Quincy Way NE,,Washington,D.C.,20400,Noisy,Provider
2858196829,Physical Medicine and Rehabilitation Physician Group,2692 Sauthoff Pass SW,,Washington,D.C.,20078,Noisy,Provider
1067702402,Dr. Briant Driscoll,45 Northridge Center NW,,Washington,D.C.,20183,Noisy,Provider
2549713786,Dr. Maribeth Fennick,18 Onsgard Trail SE,SUITE 308,Washington,D.C.,20519,Noisy,Provider
2514218521,Preventive Care Healthcare Group,34 Judy Alley NE,,Washington,D.C.,20588,Noisy,Provider
2848666708,Dr. Perkin Beers,122 Lunder Way SW,,Washington,D.C.,20176,Noisy,Provider
1039176180,Ophtalmology Healthcare Associates,4 Quincy Lane SE,,Washington,D.C.,20554,Noisy,Provider
2563695503,Family Physician Practice,71 Pleasure Trail NE,UNIT 930,Washington,D.C.,20244,Noisy,Provider
1613983669,Dental Health Practice,13 Killdeer Place NW,SUITE 392,Washington,D.C.,20189,Noisy,Provider
2431575183,Dr. Tobie Stitcher,152 Buell Crossing SE,SUITE 128,Washington,D.C.,20174,Noisy,Provider
2871623539,Preventive Care Health Clinic,22 Eagan Road SE,,Washington,D.C.,20154,Noisy,Provider
1656114150,Family Health Clinic,76867 Mitchell Park NE,UNIT 260,Washington,D.C.,20463,Noisy,Provider
1749217491,Psychiatric Health Clinic,8820 Hoffman Crossing NW,,Washington,D.C.,20490,Noisy,Provider
2127886621,Dr. Gardy Aysik,38 Monica Way SW,,Washington,D.C.,20584,Noisy,Provider
1902692964,Internal Medicine Physician Center,8654 Cherokee Center NW,SUITE 247,Washington,D.C.,20351,Noisy,Provider
1999656512,Neurological Medical Practice,99097 Loomis Crossing SW,UNIT 707,Washington,D.C.,20538,Noisy,Provider
1392344372,Urgent Care Physician Clinic,6302 Schmedeman Plaza SW,SUITE 313,Washington,D.C.,20521,Noisy,Provider
1919862686,Dr. Hamlen Tidcomb,7231 Huxley Hill SW,UNIT 682,Washington,D.C.,20478,Noisy,Provider
2232237599,Neurological Medical Group,0 Redwing Place NE,UNIT 217,Washington,D.C.,20285,Noisy,Provider
1540802552,Physical Medicine and Rehabilitation Health Center,489 Morning Junction SE,UNIT 789,Washington,D.C.,20201,Noisy,Provider
1616024878,Dr. Royce Widd,95 Riverside Plaza NE,,Washington,D.C.,20356,Noisy,Provider
2399854031,Dr. Illa Norres,6644 Hazelcrest Junction NW,SUITE 190,Washington,D.C.,20222,Noisy,Provider
2883234011,Dermatology Wellness Clinic,0185 Florence Way SW,UNIT 603,Washington,D.C.,20421,Noisy,Provider
2216340426,Psychiatric Health Group,19 Kennedy Road NW,,Washington,D.C.,20222,Noisy,Provider
1926729852,Preventive Care Physician Clinic,57578 Lighthouse Bay Street SW,UNIT 108,Washington,D.C.,20377,Noisy,Provider
1577566682,Psychiatric Wellness Associates,16846 Harbort Pass NW,,Washington,D.C.,20225,Noisy,Provider
1988973491,Dr. Tomlin Fairs,8284 Anhalt Court SE,,Washington,D.C.,20086,Noisy,Provider
1472314350,Dr. Polly Slides,45 Florence Place NE,SUITE 992,Washington,D.C.,20337,Noisy,Provider
1263412821,Neurological Health Practice,26 Coleman Way NW,UNIT 365,Washington,D.C.,20075,Noisy,Provider
1577446263,Neurological Wellness Center,7514 Mockingbird Lane NW,,Washington,D.C.,20453,Noisy,Provider
2583691518,Dental Healthcare Associates,8175 Moulton Court NE,SUITE 878,Washington,D.C.,20437,Noisy,Provider
2334649010,Physical Medicine and Rehabilitation Healthcare Practice,806 Elgar Alley NE,SUITE 546,Washington,D.C.,20137,Noisy,Provider
1774738995,Dr. Morse Kears,76193 Weeping Birch Center SE,SUITE 177,Washington,D.C.,20033,Noisy,Provider
1165747946,Dr. Nannie Richardin,14723 Bowman Terrace NE,UNIT 314,Washington,D.C.,20397,Noisy,Provider
1090717539,Dr. Sebastian Barrie,8488 Sutteridge Plaza SE,,Washington,D.C.,20037,Noisy,Provider
1723594204,Family Health Practice,291 Rutledge Crossing SE,SUITE 279,Washington,D.C.,20387,Noisy,Provider
1070813502,Dr. Antonin Wroughton,35333 Superior Street NE,,Washington,D.C.,20369,Noisy,Provider
1744179765,Dr. Chester Jowsey,983 Toban Point SE,SUITE 207,Washington,D.C.,20370,Noisy,Provider
2108801582,Dr. Valerie Coate,932 Vidon Alley NE,,Washington,D.C.,20020,Noisy,Provider
2484177862,Dr. Sally Conachie,4 Dorton Road SE,UNIT 789,Washington,D.C.,20506,Noisy,Provider
1948866969,Colon and Rectal Physician Practice,6399 2nd Crossing SE,,Washington,D.C.,20316,Noisy,Provider
1602537206,Dr. Barry Luckham,8515 Corscot Trail NE,SUITE 126,Washington,D.C.,20031,Noisy,Provider
1698873143,Dental Medical Center,98 Blue Bill Park Plaza NE,UNIT 378,Washington,D.C.,20250,Noisy,Provider
1771490223,Preventive Care Wellness Associates,956 Veith Road SW,,Washington,D.C.,20405,Noisy,Provider
2296536084,Dr. Natalya Romi,729 Darwin Court SW,UNIT 912,Washington,D.C.,20199,Noisy,Provider
1357226230,Physical Medicine and Rehabilitation Health Clinic,269 Mallory Alley NE,SUITE 613,Washington,D.C.,20549,Noisy,Provider
