RowID,OrderID,OrderDate,OrderPriority,OrderQuantity,Sales,Discount,ShipMode,Profit,UnitPrice,ShippingCost,CustomerID,Province,Region,CustomerSegment,ProductCategory,ProductSubCategory,ProductName,ProductContainer,ProductBaseMargin,ShippedDate
8316,59425,2012-05-17T00:00:00,Medium,24,2094.12,0,Regular Air,717.12,83.1,6.13,Giulietta Baptist,British Columbia,West,Home Office,Technology,Computer Peripherals,"Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray",Small Box,0.45,2012-05-19T00:00:00
8317,59425,2012-05-17T00:00:00,Medium,46,1714.02,0.04,Regular Air,741.27,37.94,5.08,Giulietta Baptist,British Columbia,West,Home Office,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",Wrap Bag,0.38,2012-05-20T00:00:00
8360,59750,2010-07-09T00:00:00,Low,34,223.59,0.04,Regular Air,-66.05,6.48,5.74,Jim Sink,British Columbia,West,Corporate,Office Supplies,Paper,Xerox 1994,Small Box,0.37,2010-07-13T00:00:00
7,35,2011-10-22T00:00:00,Not Specified,30,288.56,0.03,Regular Air,60.72,9.11,2.25,Julie Creighton,British Columbia,West,Corporate,Office Supplies,Pens & Art Supplies,Dixon Ticonderoga Core-Lock Colored Pencils,Wrap Bag,0.52,2011-10-23T00:00:00
8,35,2011-10-22T00:00:00,Not Specified,14,1892.848,0.01,Regular Air,48.99,155.99,8.99,Julie Creighton,British Columbia,West,Corporate,Technology,Telephones and Communication,CF 688,Small Box,0.58,2011-10-24T00:00:00
51,294,2010-07-15T00:00:00,Medium,35,6375.28,0.06,Regular Air,489.02,193.17,19.99,Sanjit Chand,British Columbia,West,Home Office,Office Supplies,Storage & Organization,Fellowes Staxonsteel Drawer Files,Small Box,0.71,2010-07-16T00:00:00
76,450,2011-03-04T00:00:00,Not Specified,29,1000.78,0.05,Express Air,109.33,34.58,8.99,Matt Collins,British Columbia,West,Consumer,Office Supplies,Pens & Art Supplies,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Small Pack,0.56,2011-03-05T00:00:00
77,450,2011-03-04T00:00:00,Not Specified,35,543.72,0.05,Regular Air,-211.13,15.7,11.25,Matt Collins,British Columbia,West,Consumer,Office Supplies,Storage & Organization,Hanging Personal Folder File,Small Box,0.6,2011-03-06T00:00:00
164,1028,2009-01-05T00:00:00,High,6,165.75,0.03,Regular Air,-28.46,28.48,1.99,Matt Collins,British Columbia,West,Consumer,Technology,Computer Peripherals,"Memorex 4.7GB DVD+RW, 3/Pack",Small Pack,0.4,2009-01-06T00:00:00
165,1028,2009-01-05T00:00:00,High,11,2021.147,0.01,Regular Air,-60.39,205.99,5.99,Matt Collins,British Columbia,West,Consumer,Technology,Telephones and Communication,3285,Small Box,0.59,2009-01-07T00:00:00
199,1314,2009-05-12T00:00:00,Medium,4,42.58,0,Regular Air,-7.61,9.27,4.39,Justin Knight,British Columbia,West,Corporate,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5"" Forms per Page",Wrap Bag,0.38,2009-05-14T00:00:00
333,2279,2010-02-22T00:00:00,Medium,49,4577.18,0,Delivery Truck,205.83,90.98,30,Rob Haberlin,British Columbia,West,Corporate,Furniture,Chairs & Chairmats,Office Star - Task Chair with Contemporary Loop Arms,Jumbo Drum,0.61,2010-02-23T00:00:00
334,2279,2010-02-22T00:00:00,Medium,39,845.9,0.04,Regular Air,52.53,20.98,5.42,Rob Haberlin,British Columbia,West,Corporate,Office Supplies,Storage & Organization,Acco Perma 3000 Stacking Storage Drawers,Small Box,0.66,2010-02-24T00:00:00
353,2465,2011-06-23T00:00:00,Critical,28,1082.45,0.04,Regular Air,271.87,39.48,1.99,Rob Haberlin,British Columbia,West,Consumer,Technology,Computer Peripherals,"80 Minute CD-R Spindle, 100/Pack - Staples",Small Pack,0.54,2011-06-25T00:00:00
361,2530,2009-03-20T00:00:00,Medium,9,23.46,0.06,Regular Air,4.58,2.61,0.5,Rob Haberlin,British Columbia,West,Corporate,Office Supplies,Labels,Avery 479,Small Box,0.39,2009-03-22T00:00:00
431,2883,2011-01-22T00:00:00,Low,34,2154.34,0.1,Regular Air,177.66,64.98,6.88,Rob Haberlin,British Columbia,West,Consumer,Office Supplies,Storage & Organization,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,Small Box,0.73,2011-01-24T00:00:00
485,3362,2011-07-28T00:00:00,Low,40,1699.52,0.04,Regular Air,734.75,40.98,1.99,Christina Vanderzanden,British Columbia,West,Small Business,Technology,Computer Peripherals,"Imation Printable White 80 Minute CD-R Spindle, 50/Pack",Small Pack,0.44,2011-08-01T00:00:00
486,3362,2011-07-28T00:00:00,Low,50,760.85,0.03,Regular Air,-109.1,15.14,4.53,Christina Vanderzanden,British Columbia,West,Small Business,Office Supplies,Storage & Organization,Eldon Gobal File Keepers,Small Box,0.81,2011-08-06T00:00:00
739,5318,2010-04-03T00:00:00,High,8,1042.25,0.08,Regular Air,195.16,131.12,0.99,Matt Collins,British Columbia,West,Consumer,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,Small Box,0.55,2010-04-05T00:00:00
740,5318,2010-04-03T00:00:00,High,29,5010.7415,0.03,Express Air,1196.37,200.99,4.2,Matt Collins,British Columbia,West,Consumer,Technology,Telephones and Communication,2160i,Small Box,0.59,2010-04-04T00:00:00
835,5988,2010-11-21T00:00:00,Not Specified,40,19109.61,0.1,Express Air,-379.29,499.99,24.49,Sanjit Chand,British Columbia,West,Home Office,Technology,Copiers and Fax,Sharp AL-1530CS Digital Copier,Large Box,0.36,2010-11-22T00:00:00
851,6115,2010-09-11T00:00:00,Medium,25,409.08,0.1,Regular Air,78.86,17.78,5.03,Matt Collins,British Columbia,West,Consumer,Furniture,Office Furnishings,"Seth Thomas 13 1/2 Wall Clock""""eth Thomas """,Small Box,0.54,2010-09-12T00:00:00
882,6337,2011-08-31T00:00:00,Not Specified,48,3397.72,0.01,Regular Air,-912.08,70.71,37.58,Justin Knight,British Columbia,West,Corporate,Furniture,Office Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Wrap Bag,0.78,2011-09-02T00:00:00
883,6337,2011-08-31T00:00:00,Not Specified,1,449.42,0.07,Delivery Truck,-261.61,376.13,85.63,Justin Knight,British Columbia,West,Corporate,Furniture,Tables,Bretford Rectangular Conference Table Tops,Jumbo Box,0.74,2011-09-01T00:00:00
895,6434,2009-06-07T00:00:00,High,13,59.58,0.07,Regular Air,14.49,4.76,0.88,Rob Haberlin,British Columbia,West,Corporate,Office Supplies,Paper,Wirebound Voice Message Log Book,Wrap Bag,0.39,2009-06-07T00:00:00
989,7136,2009-03-22T00:00:00,High,17,642.9,0.07,Regular Air,88.72,39.48,1.99,Lena Cacioppo,British Columbia,West,Home Office,Technology,Computer Peripherals,"80 Minute CD-R Spindle, 100/Pack - Staples",Small Pack,0.54,2009-03-24T00:00:00
990,7136,2009-03-22T00:00:00,High,9,47.28,0,Regular Air,17.05,4.91,0.5,Lena Cacioppo,British Columbia,West,Home Office,Office Supplies,Labels,Avery 493,Small Box,0.36,2009-03-24T00:00:00
1029,7489,2010-09-30T00:00:00,Critical,38,6900.13,0.01,Delivery Truck,552.97,180.98,23.58,Kimberly Carter,British Columbia,West,Home Office,Furniture,Bookcases,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,Jumbo Box,0.74,2010-10-03T00:00:00
1083,7968,2010-09-15T00:00:00,Low,10,1449.21,0.06,Delivery Truck,-270,150.98,30,Gene Hale,British Columbia,West,Consumer,Furniture,Chairs & Chairmats,Novimex Swivel Fabric Task Chair,Jumbo Drum,0.74,2010-09-15T00:00:00
1122,8227,2010-01-10T00:00:00,Not Specified,32,162.25,0.05,Express Air,-43.21,4.77,2.39,Christina Vanderzanden,British Columbia,West,Small Business,Technology,Computer Peripherals,Imation Primaris 3.5 2HD Unformatted Diskettes,Small Pack,0.72,2010-01-11T00:00:00
1255,9123,2010-06-26T00:00:00,Critical,27,384.9,0.07,Express Air,-108.28,14.03,9.37,Matt Collins,British Columbia,West,Consumer,Office Supplies,Storage & Organization,Project Tote Personal File,Small Box,0.56,2010-06-27T00:00:00
1339,9792,2011-07-23T00:00:00,Low,14,84.09,0.02,Regular Air,-73.14,5.4,7.78,Sally Knutson,British Columbia,West,Consumer,Office Supplies,Binders and Binder Accessories,3M Organizer Strips,Small Box,0.37,2011-07-23T00:00:00
1352,9860,2010-10-10T00:00:00,Critical,43,319.69,0,Regular Air,-73.66,7.28,3.52,Kimberly Carter,British Columbia,West,Home Office,Technology,Computer Peripherals,Imation 3.5 DS-HD Macintosh Formatted Diskettes,Small Pack,0.68,2010-10-11T00:00:00
1423,10310,2009-02-05T00:00:00,Low,48,139.86,0.07,Regular Air,9.59,2.88,1.01,Christina Vanderzanden,British Columbia,West,Small Business,Office Supplies,Pens & Art Supplies,"Sanford Colorific Colored Pencils, 12/Box",Wrap Bag,0.55,2009-02-09T00:00:00
1424,10310,2009-02-05T00:00:00,Low,6,926.585,0.1,Regular Air,-655.42,195.99,3.99,Christina Vanderzanden,British Columbia,West,Small Business,Technology,Telephones and Communication,R380,Small Box,0.58,2009-02-12T00:00:00
1436,10369,2011-11-09T00:00:00,Low,4,27.34,0.06,Regular Air,-12.38,5.78,4.96,Kimberly Carter,British Columbia,West,Home Office,Office Supplies,Paper,Xerox 1899,Small Box,0.36,2011-11-11T00:00:00
1437,10369,2011-11-09T00:00:00,Low,23,683.68,0,Regular Air,-95.54,28.48,8.99,Kimberly Carter,British Columbia,West,Home Office,Technology,Computer Peripherals,"Imation IBM Formatted Diskettes, 100/Pack",Small Pack,0.7,2011-11-14T00:00:00
1486,10692,2009-07-26T00:00:00,Low,26,100.41,0.04,Regular Air,-69.91,3.57,4.17,Rob Haberlin,British Columbia,West,Corporate,Office Supplies,Pens & Art Supplies,Barrel Sharpener,Small Pack,0.59,2009-07-28T00:00:00
1487,10692,2009-07-26T00:00:00,Low,48,8101.9875,0.05,Regular Air,2369.84,200.99,4.2,Rob Haberlin,British Columbia,West,Corporate,Technology,Telephones and Communication,2160i,Small Box,0.59,2009-07-30T00:00:00
1488,10692,2009-07-26T00:00:00,Low,8,1313.811,0.07,Regular Air,-457.16,195.99,8.99,Rob Haberlin,British Columbia,West,Corporate,Technology,Telephones and Communication,A1228,Small Box,0.58,2009-07-26T00:00:00
1596,11553,2009-04-18T00:00:00,Medium,28,1350.34,0.1,Express Air,-517.17,52.99,19.99,Justin Knight,British Columbia,West,Corporate,Office Supplies,Storage & Organization,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",Small Box,0.81,2009-04-19T00:00:00
1597,11553,2009-04-18T00:00:00,Medium,8,861.26,0.07,Delivery Truck,-429.86,100.98,57.38,Justin Knight,British Columbia,West,Corporate,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",Jumbo Box,0.78,2009-04-21T00:00:00
1598,11553,2009-04-18T00:00:00,Medium,20,1531.411,0.03,Regular Air,365.42,85.99,0.99,Justin Knight,British Columbia,West,Corporate,Technology,Telephones and Communication,Accessory34,Wrap Bag,0.55,2009-04-20T00:00:00
1626,11776,2012-02-24T00:00:00,Low,40,57.24,0.04,Express Air,-14.1,1.26,0.7,Christina Vanderzanden,British Columbia,West,Small Business,Office Supplies,Rubber Bands,Bagged Rubber Bands,Wrap Bag,0.81,2012-02-24T00:00:00
1631,11782,2012-07-28T00:00:00,Low,46,247.21,0.02,Regular Air,-63.72,4.98,4.75,Marina Lichtenstein,British Columbia,West,Corporate,Office Supplies,Paper,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),Small Box,0.36,2012-08-02T00:00:00
1632,11782,2012-07-28T00:00:00,Low,27,1541.781,0.07,Regular Air,14.35,66.99,13.99,Marina Lichtenstein,British Columbia,West,Corporate,Technology,Telephones and Communication,"Panasonic All Digital Answering System with Caller ID*, KX-TM150B",Medium Box,0.6,2012-08-04T00:00:00
1690,12199,2011-12-14T00:00:00,Low,2,19,0.01,Regular Air,-10.73,6.54,5.27,Justin Knight,British Columbia,West,Corporate,Office Supplies,Binders and Binder Accessories,Wilson Jones Four-Pocket Poly Binders,Small Box,0.36,2011-12-19T00:00:00
1691,12199,2011-12-14T00:00:00,Low,50,8289.51,0.01,Regular Air,3051.62,155.06,7.07,Justin Knight,British Columbia,West,Corporate,Office Supplies,Storage & Organization,"Dual Level, Single-Width Filing Carts",Small Box,0.59,2011-12-18T00:00:00
2004,14275,2010-06-13T00:00:00,Low,20,42.22,0.04,Regular Air,-7.73,2.08,1.49,Gene Hale,British Columbia,West,Consumer,Office Supplies,Binders and Binder Accessories,Economy Binders,Small Box,0.36,2010-06-15T00:00:00
2005,14275,2010-06-13T00:00:00,Low,4,653.44,0.06,Delivery Truck,-187.75,160.98,30,Gene Hale,British Columbia,West,Consumer,Furniture,Chairs & Chairmats,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Jumbo Drum,0.62,2010-06-15T00:00:00
2043,14535,2010-10-01T00:00:00,Not Specified,22,245.96,0.03,Regular Air,-33.82,11.29,5.03,Gene Hale,British Columbia,West,Consumer,Office Supplies,Storage & Organization,X-Rack File for Hanging Folders,Small Box,0.59,2010-10-02T00:00:00
2145,15329,2012-04-27T00:00:00,High,34,1014.87,0.04,Express Air,319.52,29.89,1.99,Rob Haberlin,British Columbia,West,Consumer,Technology,Computer Peripherals,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Small Pack,0.5,2012-04-27T00:00:00
2169,15621,2011-09-24T00:00:00,Critical,18,35.51,0.02,Express Air,-13.95,1.68,1.57,Gene Hale,British Columbia,West,Consumer,Office Supplies,Pens & Art Supplies,Newell 323,Wrap Bag,0.59,2011-09-25T00:00:00
2170,15621,2011-09-24T00:00:00,Critical,39,1105.66,0.02,Regular Air,-136.2,28.28,13.99,Gene Hale,British Columbia,West,Consumer,Office Supplies,Storage & Organization,Eldon Portable Mobile Manager,Medium Box,0.58,2011-09-24T00:00:00
2452,17826,2012-06-30T00:00:00,High,18,78.93,0.04,Regular Air,-88.61,3.89,7.01,Michelle Arnett,British Columbia,West,Home Office,Office Supplies,Binders and Binder Accessories,Avery Binder Labels,Small Box,0.37,2012-07-01T00:00:00
2463,17926,2011-11-10T00:00:00,Critical,37,608.33,0.02,Regular Air,-70.04,15.31,8.78,Sally Knutson,British Columbia,West,Consumer,Office Supplies,Storage & Organization,Eldon Jumbo ProFile Portable File Boxes Graphite/Black,Small Box,0.57,2011-11-12T00:00:00
2513,18247,2009-11-05T00:00:00,Not Specified,20,155.8,0,Regular Air,27.22,7.59,4,Rob Haberlin,British Columbia,West,Corporate,Furniture,Office Furnishings,"Master Giant Foot Doorstop, Safety Yellow",Wrap Bag,0.42,2009-11-06T00:00:00
2551,18471,2009-02-19T00:00:00,Not Specified,37,226.65,0,Regular Air,46.41,5.98,0.96,Justin Knight,British Columbia,West,Corporate,Office Supplies,Pens & Art Supplies,Newell 315,Wrap Bag,0.6,2009-02-20T00:00:00
2552,18471,2009-02-19T00:00:00,Not Specified,4,10.96,0.02,Regular Air,-8.02,2.08,2.56,Justin Knight,British Columbia,West,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Kleencut Forged Office Shears by Acme United Corporation,Small Pack,0.55,2009-02-20T00:00:00
2553,18471,2009-02-19T00:00:00,Not Specified,29,185.61,0.02,Regular Air,-47.12,5.98,5.46,Justin Knight,British Columbia,West,Corporate,Office Supplies,Paper,Xerox 1983,Small Box,0.36,2009-02-20T00:00:00
2745,19813,2010-03-02T00:00:00,Critical,29,1098.506,0.05,Regular Air,218.73,45.99,2.5,Lena Cacioppo,British Columbia,West,Home Office,Technology,Telephones and Communication,T61,Small Box,0.56,2010-03-03T00:00:00
2815,20322,2009-06-28T00:00:00,Critical,46,160.27,0.06,Regular Air,-183.36,3.58,5.47,Seth Vernon,British Columbia,West,Home Office,Office Supplies,Binders and Binder Accessories,Avery Poly Binder Pockets,Small Box,0.37,2009-06-30T00:00:00
2816,20322,2009-06-28T00:00:00,Critical,46,4601.02,0.09,Delivery Truck,-129.53,100.98,35.84,Seth Vernon,British Columbia,West,Home Office,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",Jumbo Box,0.62,2009-06-28T00:00:00
2817,20322,2009-06-28T00:00:00,Critical,15,89.89,0.1,Regular Air,-72.28,5.78,7.96,Seth Vernon,British Columbia,West,Home Office,Office Supplies,Paper,Xerox 196,Small Box,0.36,2009-06-28T00:00:00
2830,20422,2009-01-26T00:00:00,High,30,447.33,0.03,Regular Air,115.21,14.34,5,Gene Hale,British Columbia,West,Consumer,Furniture,Office Furnishings,Nu-Dell Leatherette Frames,Small Pack,0.49,2009-01-27T00:00:00
2831,20448,2011-08-02T00:00:00,Critical,23,104.82,0.02,Express Air,6.84,3.69,2.5,Luke Weiss,British Columbia,West,Corporate,Office Supplies,Envelopes,Colored Envelopes,Small Box,0.39,2011-08-03T00:00:00
3056,21892,2010-07-04T00:00:00,High,6,34.88,0.06,Regular Air,-18.34,4.91,4.97,Justin Knight,British Columbia,West,Corporate,Office Supplies,Binders and Binder Accessories,"Pressboard Covers with Storage Hooks, 9 1/2 x 11""",Small Box,0.38,2010-07-06T00:00:00
3204,22980,2012-10-01T00:00:00,Not Specified,17,224.09,0,Regular Air,-27.92,12.44,6.27,Rob Haberlin,British Columbia,West,Consumer,Office Supplies,Storage & Organization,Eldon Simplefile Box Office,Medium Box,0.57,2012-10-02T00:00:00
3341,23907,2011-07-14T00:00:00,Not Specified,7,384.2,0.05,Regular Air,-164.46,65.99,2.5,Julie Creighton,British Columbia,West,Corporate,Technology,Telephones and Communication,6190,Small Box,0.55,2011-07-14T00:00:00
3362,24064,2010-07-25T00:00:00,Medium,23,6366.52,0.07,Delivery Truck,935.8,297.64,14.7,Sanjit Chand,British Columbia,West,Home Office,Technology,Office Machines,Panasonic KX-P3200 Dot Matrix Printer,Jumbo Drum,0.57,2010-07-28T00:00:00
3382,24132,2009-07-06T00:00:00,Low,4,31.01,0.03,Regular Air,-4.49,6.75,2.99,Justin Knight,British Columbia,West,Corporate,Office Supplies,Binders and Binder Accessories,Wilson Jones DublLock D-Ring Binders,Small Box,0.35,2009-07-11T00:00:00
3383,24132,2009-07-06T00:00:00,Low,46,331.83,0.05,Regular Air,-101.25,7.1,6.05,Justin Knight,British Columbia,West,Corporate,Office Supplies,Binders and Binder Accessories,"Wilson Jones Hanging View Binder, White",Small Box,0.6,2009-07-11T00:00:00
3384,24132,2009-07-06T00:00:00,Low,22,446.46,0.04,Regular Air,-1.88,20.95,4,Justin Knight,British Columbia,West,Corporate,Technology,Computer Peripherals,Fellowes Basic 104-Key Keyboard,Small Box,0.39,2009-07-06T00:00:00
3385,24132,2009-07-06T00:00:00,Low,31,1252.89,0.05,Regular Air,339.75,39.06,10.55,Justin Knight,British Columbia,West,Corporate,Office Supplies,Binders and Binder Accessories,Ibico Recycled Linen-Style Covers,Small Box,0.37,2009-07-13T00:00:00
3386,24132,2009-07-06T00:00:00,Low,12,47.79,0.04,Regular Air,-57.75,3.52,6.83,Justin Knight,British Columbia,West,Corporate,Office Supplies,Binders and Binder Accessories,Self-Adhesive Ring Binder Labels,Small Box,0.38,2009-07-15T00:00:00
3387,24132,2009-07-06T00:00:00,Low,3,63.84,0.02,Regular Air,-47.97,15.51,17.78,Justin Knight,British Columbia,West,Corporate,Office Supplies,Storage & Organization,"Tenex File Box, Personal Filing Tote with Lid, Black",Small Box,0.59,2009-07-13T00:00:00
3441,24576,2012-12-11T00:00:00,Not Specified,29,531.063,0.03,Regular Air,24.56,20.99,4.81,Luke Weiss,British Columbia,West,Corporate,Technology,Telephones and Communication,1726 Digital Answering Machine,Medium Box,0.58,2012-12-13T00:00:00
3442,24576,2012-12-11T00:00:00,Not Specified,10,152.84,0.05,Regular Air,38.02,14.58,7.4,Luke Weiss,British Columbia,West,Corporate,Furniture,Office Furnishings,DAX Clear Channel Poster Frame,Small Box,0.48,2012-12-13T00:00:00
3541,25248,2011-12-01T00:00:00,Medium,33,271.14,0.05,Express Air,29.21,8.33,1.99,Christina Vanderzanden,British Columbia,West,Small Business,Technology,Computer Peripherals,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Small Pack,0.52,2011-12-03T00:00:00
3542,25248,2011-12-01T00:00:00,Medium,26,1150.3,0.1,Regular Air,418.19,48.91,5.81,Christina Vanderzanden,British Columbia,West,Small Business,Office Supplies,Paper,Xerox 1891,Small Box,0.38,2011-12-02T00:00:00
3573,25475,2009-04-04T00:00:00,Critical,49,305.96,0.06,Regular Air,-191.49,6.48,7.49,Lena Cacioppo,British Columbia,West,Home Office,Office Supplies,Paper,Xerox 220,Small Box,0.37,2009-04-04T00:00:00
3784,26978,2010-06-25T00:00:00,Medium,2,48.84,0.01,Regular Air,-21.2,18.97,9.03,Seth Vernon,British Columbia,West,Home Office,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,Small Box,0.37,2010-06-26T00:00:00
3798,27105,2011-02-16T00:00:00,Not Specified,37,223.74,0.01,Regular Air,39.63,5.98,2.5,Sanjit Chand,British Columbia,West,Home Office,Office Supplies,Envelopes,Wausau Papers Astrobrights Colored Envelopes,Small Box,0.36,2011-02-17T00:00:00
3799,27105,2011-02-16T00:00:00,Not Specified,2,26.82,0,Regular Air,26.21,10.4,5.4,Sanjit Chand,British Columbia,West,Home Office,Furniture,Office Furnishings,"Executive Impressions 8-1/2 Career Panel/Partition Cubicle Clock""""xecutive Impressions 8-1/2"" Career Pa""""ecutive Im""",Small Pack,0.51,2011-02-17T00:00:00
3940,28068,2010-08-26T00:00:00,Low,23,631.99,0.08,Regular Air,-43.96,27.48,4,Julie Creighton,British Columbia,West,Corporate,Technology,Computer Peripherals,Belkin MediaBoard 104- Keyboard,Small Box,0.75,2010-08-28T00:00:00
4032,28802,2010-11-04T00:00:00,High,23,413.8,0.08,Express Air,51.36,17.67,8.99,Sanjit Chand,British Columbia,West,Home Office,Furniture,Office Furnishings,"Executive Impressions 12 Wall Clock""""xecutive Im""",Small Pack,0.47,2010-11-06T00:00:00
4033,28802,2010-11-04T00:00:00,High,36,336.25,0,Express Air,25.95,8.34,4.82,Sanjit Chand,British Columbia,West,Home Office,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,Small Box,0.4,2010-11-07T00:00:00
4034,28802,2010-11-04T00:00:00,High,22,4001.4685,0.02,Regular Air,884.91,205.99,3,Sanjit Chand,British Columbia,West,Home Office,Technology,Telephones and Communication,6185,Small Box,0.58,2010-11-06T00:00:00
4044,28839,2009-04-28T00:00:00,Low,30,102.95,0.06,Express Air,-175.86,3.34,7.49,Anthony Johnson,British Columbia,West,Small Business,Office Supplies,Pens & Art Supplies,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",Wrap Bag,0.54,2009-04-30T00:00:00
4111,29252,2009-08-06T00:00:00,Low,9,65.81,0.01,Regular Air,-15.44,6.48,5.19,Anthony Johnson,British Columbia,West,Small Business,Office Supplies,Paper,Xerox 1995,Small Box,0.37,2009-08-10T00:00:00
4488,31941,2009-03-18T00:00:00,Medium,32,2564.45,0.01,Express Air,650.73,78.65,13.99,Kimberly Carter,British Columbia,West,Small Business,Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner,Medium Box,0.52,2009-03-19T00:00:00
4489,31941,2009-03-18T00:00:00,Medium,7,53.55,0.07,Regular Air,-43.5,6.48,9.68,Kimberly Carter,British Columbia,West,Small Business,Office Supplies,Paper,Xerox 1993,Small Box,0.36,2009-03-20T00:00:00
4555,32418,2009-01-05T00:00:00,Not Specified,5,1244.19,0.08,Delivery Truck,-131.31,243.98,43.32,Marina Lichtenstein,British Columbia,West,Corporate,Furniture,Chairs & Chairmats,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Jumbo Drum,0.55,2009-01-06T00:00:00
4813,34241,2012-10-08T00:00:00,Low,4,207.55,0.08,Regular Air,16.23,52.71,2.5,Sanjit Chand,British Columbia,West,Home Office,Office Supplies,Envelopes,"Strathmore #10 Envelopes, Ultimate White",Small Box,0.36,2012-10-08T00:00:00
4893,34816,2010-11-05T00:00:00,Not Specified,29,1158.45,0.1,Regular Air,267.16,41.71,4.5,Sally Knutson,British Columbia,West,Corporate,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,Small Box,0.56,2010-11-05T00:00:00
4894,34816,2010-11-05T00:00:00,Not Specified,43,2568.71,0.1,Regular Air,590.77,60.98,19.99,Sally Knutson,British Columbia,West,Corporate,Office Supplies,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2 x 12 1/2""",Small Box,0.38,2010-11-07T00:00:00
4917,35011,2012-12-10T00:00:00,Not Specified,14,154.45,0.09,Regular Air,-2.31,10.98,3.37,Luke Weiss,British Columbia,West,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Fiskars Softgrip Scissors,Small Pack,0.57,2012-12-12T00:00:00
6282,44451,2011-09-11T00:00:00,Critical,4,103.9,0.07,Express Air,-19.26,22.98,7.58,Khloe Miller,Nova Scotia,Atlantic,Home Office,Furniture,Office Furnishings,"Seth Thomas 12 Clock w/ Goldtone Case""""eth Thomas 12"" Clock w/""""th Thomas""",Small Box,0.51,2011-09-13T00:00:00
6354,45059,2011-02-03T00:00:00,Not Specified,35,1327.59,0.05,Express Air,371.28,37.74,2.9,Tony Chapman,Nova Scotia,Atlantic,Consumer,Office Supplies,Pens & Art Supplies,Panasonic KP-150 Electric Pencil Sharpener,Small Pack,0.59,2011-02-04T00:00:00
6355,45059,2011-02-03T00:00:00,Not Specified,39,3401.8,0.09,Express Air,-508.87,95.43,19.99,Tony Chapman,Nova Scotia,Atlantic,Consumer,Office Supplies,Storage & Organization,Fellowes Stor/Drawer Steel Plus Storage Drawers,Small Box,0.79,2011-02-05T00:00:00
6362,45155,2011-02-15T00:00:00,Low,44,181.61,0.03,Regular Air,-150.26,4.13,5.34,Ralph Kennedy,Nova Scotia,Atlantic,Corporate,Office Supplies,Binders and Binder Accessories,ACCOHIDE Binder by Acco,Small Box,0.38,2011-02-22T00:00:00
6363,45155,2011-02-15T00:00:00,Low,35,111.55,0.05,Regular Air,-54.25,3.14,1.92,Ralph Kennedy,Nova Scotia,Atlantic,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Serrated Blade or Curved Handle Hand Letter Openers,Wrap Bag,0.84,2011-02-15T00:00:00
6380,45317,2012-03-01T00:00:00,Low,36,1435.95,0.05,Regular Air,486.9,39.24,1.99,Trudy Schmidt,Nova Scotia,Atlantic,Small Business,Technology,Computer Peripherals,Verbatim DVD-R 4.7GB authoring disc,Small Pack,0.51,2012-03-08T00:00:00
6381,45317,2012-03-01T00:00:00,Low,28,961.06,0.05,Regular Air,361.82,34.23,5.02,Trudy Schmidt,Nova Scotia,Atlantic,Small Business,Furniture,Office Furnishings,Hand-Finished Solid Wood Document Frame,Small Box,0.55,2012-03-08T00:00:00
6432,45731,2009-08-10T00:00:00,Critical,19,146.63,0.01,Express Air,-30.06,6.48,6.22,Gene Hale,Nova Scotia,Atlantic,Consumer,Office Supplies,Paper,Xerox 1894,Small Box,0.37,2009-08-11T00:00:00
6433,45731,2009-08-10T00:00:00,Critical,35,2506.2675,0.03,Regular Air,1160.58,85.99,3.3,Gene Hale,Nova Scotia,Atlantic,Consumer,Technology,Telephones and Communication,Accessory20,Small Pack,0.37,2009-08-12T00:00:00
