emp_id,first_name,last_name,dob,addr1,addr2,city,latitude,longitude,state,zip,home_phone,mobile,pager,home_email,job_title,hire_date,work_phone,work_email,reports_to,dept_num,office_number
256,Willie,Moreno,4/21/1961,57 Loomis Avenue,,Riverside,33.9228,-117.4867,CA,92505,1-(909)455-8389,1-(971)430-2334,,,Financial Analyst,1/22/2011,1-(862)704-0184,Willie.Moreno@foo.com,3,4,804
257,Beverly,Clark,2/14/1970,97532 Glacier Hill Avenue,,Washington,38.8933,-77.0146,DC,20046,1-(202)810-3661,1-(208)129-0713,,,Web Designer III,11/18/2014,1-(305)836-8453,Beverly.Clark@foo.com,3,1,605
258,Robert,Lee,2/27/1965,82 Hermina Crossing,Floor 2,Columbus,40.0495,-83.0669,OH,43220,1-(614)210-7147,1-(757)140-9855,,,Cost Accountant,11/26/2013,1-(402)864-2213,Robert.Lee@foo.com,5,2,935
259,Kimberly,Gutierrez,7/17/1958,43 Coolidge Point,,Tacoma,47.0662,-122.1132,WA,98464,1-(253)597-3610,1-(806)978-2593,,,Internal Auditor,2/28/2012,1-(772)645-5590,Kimberly.Gutierrez@foo.com,5,3,510
260,Jean,Wood,8/6/1966,7103 Lillian Hill,,Murfreesboro,35.8596,-86.421,TN,37131,1-(615)296-4407,1-(520)423-6099,,,Environmental Tech,2/7/2015,1-(832)718-6287,Jean.Wood@foo.com,5,5,751
261,Beverly,Morris,7/24/1954,32784 Buhler Street,,Toledo,41.6868,-83.4394,OH,43635,1-(419)868-8031,1-(616)641-5426,,,Environmental Tech,12/31/2011,1-(830)401-7352,Beverly.Morris@foo.com,5,3,738
262,Billy,Carroll,11/13/1980,8549 Southridge Alley,,Hialeah,25.9098,-80.3889,FL,33018,1-(786)287-7963,1-(860)503-2254,,,Payment Adjustment Coordinator,3/1/2007,1-(510)220-9838,Billy.Carroll@foo.com,2,1,463
263,Patricia,Morrison,10/31/1979,33465 Sunbrook Court,,Visalia,36.3551,-119.301,CA,93291,1-(559)768-4199,1-(210)313-9745,,,Media Manager II,9/12/2007,1-(502)879-9995,Patricia.Morrison@foo.com,4,4,833
264,Sandra,Alvarez,7/18/1993,6 Orin Parkway,#3,Orlando,28.3822,-81.569,FL,32830,1-(407)742-9122,1-(727)238-4521,,,Recruiting Manager,9/13/2010,1-(859)590-6685,Sandra.Alvarez@foo.com,4,3,648
265,Louise,Morales,3/10/1967,75207 Pankratz Lane,#2,Seattle,47.7377,-122.3431,WA,98133,1-(206)209-6987,1-(310)991-7082,,,Environmental Specialist,11/16/2014,1-(415)828-8992,Louise.Morales@foo.com,4,3,906
266,Henry,Moore,3/31/1983,55 Cody Court,,Tyler,32.3766,-95.1252,TX,75705,1-(903)377-3085,1-(225)506-7046,,,Junior Executive,10/1/2011,1-(920)436-8389,Henry.Moore@foo.com,1,2,457
267,Melissa,Murray,9/27/1987,653 Tennessee Drive,,Denver,39.6472,-105.0795,CO,80235,1-(720)602-4035,1-(415)647-8179,,,Geological Engineer,11/3/2010,1-(617)260-3456,Melissa.Murray@foo.com,1,1,849
268,Amy,Snyder,1/4/1974,350 Hallows Circle,,Huntington,38.4134,-82.2774,WV,25726,1-(304)441-3335,1-(850)729-5616,,,Senior Sales Associate,11/13/2013,1-(615)469-4837,Amy.Snyder@foo.com,3,2,548
269,Lori,Oliver,6/17/1957,0 Dottie Hill,,Pittsburgh,40.4344,-80.0248,PA,15255,1-(412)967-0477,1-(314)835-8666,,,Developer IV,11/26/2005,1-(785)410-9410,Lori.Oliver@foo.com,5,4,523
270,Larry,Thomas,8/13/1952,2098 Scott Road,#3,Chicago,41.993,-87.7596,IL,60646,1-(847)337-6509,1-(512)349-3861,,,Editor,10/9/2010,1-(775)769-1586,Larry.Thomas@foo.com,3,4,392
271,Frances,Stevens,10/4/1965,6878 Dixon Park,,Baltimore,39.2847,-76.6205,MD,21275,1-(410)155-1829,1-(850)909-3581,,,Food Chemist,3/14/2009,1-(212)694-2180,Frances.Stevens@foo.com,4,3,638
272,Barbara,Murphy,7/24/1977,7 Riverside Street,,South Bend,41.5968,-86.293,IN,46634,1-(574)804-3268,1-(402)807-3169,,,Clinical Specialist,4/3/2014,1-(918)482-4161,Barbara.Murphy@foo.com,3,1,722
273,Rachel,Walker,11/1/1969,35 Delaware Way,,Spartanburg,34.8882,-81.969,SC,29319,1-(864)830-7826,,,,Quality Engineer,10/5/2010,1-(208)611-9030,Rachel.Walker@foo.com,3,2,832
274,Shirley,Chapman,11/18/1984,69 Hagan Trail,,Norman,35.233,-97.4067,OK,73071,1-(405)454-9516,,,,Chemical Engineer,2/8/2009,1-(915)434-8321,Shirley.Chapman@foo.com,2,4,528
275,Roy,Matthews,6/1/1986,3 Center Avenue,,San Antonio,29.3494,-98.4422,TX,78235,1-(210)231-4805,1-(260)216-6257,,rmatthews7m@mapy.cz,Librarian,2/9/2015,1-(202)633-9700,Roy.Matthews@foo.com,2,3,522
276,Steven,Martin,10/17/1968,185 Bluejay Junction,,Norfolk,36.9312,-76.2397,VA,23520,1-(757)157-5760,1-(614)975-5778,,,Budget/Accounting Analyst I,6/12/2013,1-(719)669-8611,Steven.Martin@foo.com,1,4,534
277,Cheryl,Snyder,10/5/1986,9 Pond Hill,,Little Rock,34.7269,-92.344,AR,72204,1-(501)687-6690,,,csnyder7o@toplist.cz,Compensation Analyst,11/11/2009,1-(210)772-7139,Cheryl.Snyder@foo.com,5,1,658
278,David,Lane,7/21/1971,2633 Dahle Point,,San Francisco,37.7441,-122.4863,CA,94116,1-(415)474-9205,1-(650)661-6108,,,Sales Representative,3/17/2014,1-(315)717-3405,David.Lane@foo.com,2,3,445
279,Paul,Coleman,5/31/1960,32915 Shelley Terrace,#1,Jamaica,40.6914,-73.8061,NY,11470,1-(718)832-4077,1-(770)676-9757,,,Physical Therapy Assistant,9/23/2014,1-(210)263-1622,Paul.Coleman@foo.com,1,3,545
280,Kevin,Ramirez,2/14/1965,64450 Ruskin Street,,Fort Lauderdale,26.1625,-80.2582,FL,33320,1-(754)129-9857,1-(915)791-8117,,,Account Executive,7/25/2008,1-(812)111-7036,Kevin.Ramirez@foo.com,3,2,861
281,Jerry,Young,11/27/1991,6 Kensington Plaza,,Baton Rouge,30.3795,-91.1671,LA,70820,1-(225)429-0825,1-(202)410-2370,,,Legal Assistant,12/11/2012,1-(405)265-9222,Jerry.Young@foo.com,4,2,580
282,Amanda,Duncan,2/25/1970,802 Pond Pass,,Duluth,46.7987,-92.0946,MN,55805,1-(218)625-5454,1-(702)570-5579,,,Geologist I,10/2/2007,1-(314)691-0287,Amanda.Duncan@foo.com,4,3,840
283,Tina,Robinson,1/23/1976,75 Spohn Center,,Sacramento,38.6157,-121.5053,CA,95833,1-(530)852-4279,1-(818)483-0795,,,Research Assistant IV,4/3/2013,1-(215)843-9013,Tina.Robinson@foo.com,2,5,543
284,Bruce,Dean,10/18/1958,8 4th Parkway,#2,Irving,32.8479,-96.974,TX,75062,1-(972)358-2617,1-(574)923-6798,,,Quality Control Specialist,3/2/2006,1-(904)842-6014,Bruce.Dean@foo.com,4,3,322
285,Randy,Ramirez,3/9/1977,60 Sugar Way,,Tacoma,47.2061,-122.4822,WA,98417,1-(253)509-0731,1-(936)404-2379,,,Senior Sales Associate,6/20/2012,1-(907)220-7284,Randy.Ramirez@foo.com,2,1,383
286,Walter,Chavez,7/22/1972,597 Crest Line Avenue,,Long Beach,33.7843,-118.1157,CA,90840,1-(562)256-1399,1-(352)265-1129,,,Help Desk Operator,7/17/2012,1-(210)603-1509,Walter.Chavez@foo.com,2,3,432
287,Philip,Morgan,10/24/1951,74 Monica Center,,Indianapolis,39.7509,-86.1924,IN,46221,1-(317)630-1257,1-(979)417-3860,,,Internal Auditor,4/20/2014,1-(717)219-3605,Philip.Morgan@foo.com,1,5,595
288,Stephen,Russell,2/9/1968,68 Bluestem Point,,Winter Haven,27.981,-81.6736,FL,33884,1-(863)655-6691,1-(903)108-9947,,,Director of Sales,8/20/2008,1-(520)424-9299,Stephen.Russell@foo.com,3,3,931
289,Adam,Bradley,4/20/1991,9150 Orin Trail,Apt. B,Houston,29.834,-95.4342,TX,77293,1-(281)892-4538,1-(205)960-4381,,,Financial Advisor,1/12/2007,1-(415)594-4690,Adam.Bradley@foo.com,1,3,813
290,Aaron,Murphy,5/8/1974,7280 Arkansas Way,,Greenville,34.8497,-82.4538,SC,29610,1-(864)160-5198,1-(802)848-6397,,,Quality Control Specialist,4/6/2006,1-(334)796-1437,Aaron.Murphy@foo.com,5,4,686
291,Louis,Andrews,2/13/1988,87542 Merry Park,,Peoria,40.6775,-89.6263,IL,61605,1-(309)322-3108,1-(713)481-9033,,,Sales Associate,2/23/2008,1-(727)782-3555,Louis.Andrews@foo.com,4,5,874
292,Steven,Mason,12/17/1986,7043 Hoffman Crossing,,Newport News,37.0156,-76.4332,VA,23605,1-(757)873-2334,1-(661)500-8353,,,Editor,8/9/2008,1-(303)416-2993,Steven.Mason@foo.com,3,3,871
293,Paul,Ellis,2/14/1968,98 American Crossing,,Stamford,41.0516,-73.5143,CT,6922,1-(203)500-9277,,,,Project Manager,11/5/2009,1-(970)228-9643,Paul.Ellis@foo.com,1,4,341
294,Tammy,Holmes,6/17/1963,04691 Cardinal Drive,Apt. C,Dallas,32.7673,-96.7776,TX,75353,1-(214)539-6808,1-(303)960-8220,,,Programmer IV,11/15/2012,1-(202)729-8886,Tammy.Holmes@foo.com,5,3,400
295,Debra,Armstrong,6/30/1987,86270 Eagle Crest Place,,Boston,42.3253,-71.1122,MA,2163,1-(857)214-4650,1-(803)377-9554,,,Food Chemist,5/16/2011,1-(319)575-9435,Debra.Armstrong@foo.com,1,3,853
296,Timothy,Johnston,1/30/1976,2 Kingsford Drive,Apt. B,Bronx,40.8469,-73.7874,NY,10464,1-(917)858-4227,1-(510)863-3929,,,Cost Accountant,3/1/2013,1-(571)293-5020,Timothy.Johnston@foo.com,2,3,560
297,Annie,Morrison,5/5/1972,194 Merry Drive,Apt. C,El Paso,31.7705,-106.5048,TX,79968,1-(915)637-9705,1-(414)147-8681,,,Clinical Specialist,2/25/2008,1-(559)535-9117,Annie.Morrison@foo.com,4,3,461
298,William,Ray,3/27/1959,50073 Lien Lane,Suite 210,Jackson,32.2832,-90.2306,MS,39204,1-(601)790-4042,1-(612)957-6698,,,Administrative Assistant III,8/14/2013,1-(718)681-0976,William.Ray@foo.com,3,2,390
299,Joyce,Smith,2/25/1967,846 Surrey Court,,Albany,42.6149,-73.9708,NY,12232,1-(518)116-4679,1-(303)798-4068,,,Environmental Tech,6/25/2011,1-(682)788-9809,Joyce.Smith@foo.com,4,3,316
300,Virginia,Chavez,12/2/1951,43 Harper Hill,,Lubbock,33.61,-101.8213,TX,79491,1-(806)860-4128,1-(312)285-6118,,,Nurse,2/17/2010,1-(801)105-6619,Virginia.Chavez@foo.com,3,3,391
301,Virginia,Knight,6/5/1954,9425 Reinke Terrace,,Greensboro,36.0807,-80.0244,NC,27499,1-(336)148-4151,1-(512)533-9786,,,Mechanical Systems Engineer,5/17/2014,1-(616)271-0735,Virginia.Knight@foo.com,4,1,479
302,Evelyn,Stevens,5/13/1977,6559 Sauthoff Road,,Lexington,38.0702,-84.591,KY,40510,1-(859)208-9658,1-(325)130-2518,,,Financial Advisor,12/20/2008,1-(941)647-4068,Evelyn.Stevens@foo.com,1,2,870
303,Kathy,Harrison,8/13/1951,7 Twin Pines Hill,Apt. C,Dallas,32.7673,-96.7776,TX,75353,1-(214)659-9611,,,,Chief Design Engineer,3/27/2008,1-(951)801-7712,Kathy.Harrison@foo.com,5,2,519
304,Judy,Banks,9/12/1965,3215 Merchant Avenue,,Wilmington,34.0881,-77.8526,NC,28410,1-(910)475-8689,1-(225)130-9244,,,Marketing Assistant,9/10/2008,1-(717)312-8396,Judy.Banks@foo.com,5,1,557
305,Angela,Patterson,7/7/1972,1 Bultman Crossing,#3,Dayton,39.7505,-84.2686,OH,45470,1-(937)467-1552,1-(212)161-8443,,,Librarian,3/3/2006,1-(941)237-8901,Angela.Patterson@foo.com,5,3,364
306,Sara,Hart,3/16/1985,72688 North Avenue,Apt. A,Henderson,36.0119,-115.0433,NV,89012,1-(702)604-6139,1-(423)216-6784,,,Financial Advisor,7/24/2008,1-(321)391-6793,Sara.Hart@foo.com,4,3,704
307,Phillip,Morales,6/12/1967,9 West Drive,,Saint Louis,38.6171,-90.4504,MO,63131,1-(636)983-1685,1-(785)711-4906,,,Research Nurse,8/31/2013,1-(918)663-4350,Phillip.Morales@foo.com,1,1,573
308,Antonio,Willis,6/18/1993,240 Dryden Way,,Apache Junction,33.3616,-111.2795,AZ,85219,1-(480)679-0211,1-(325)584-2933,,,Environmental Specialist,1/24/2007,1-(806)342-3194,Antonio.Willis@foo.com,1,3,308
309,Victor,Baker,2/8/1958,6911 Memorial Road,#3,Canton,40.8259,-81.3399,OH,44705,1-(330)711-4622,1-(802)192-7595,,,Media Manager IV,5/14/2013,1-(440)437-4600,Victor.Baker@foo.com,4,3,994
310,Rose,Hernandez,10/14/1963,7 Parkside Parkway,,Indianapolis,39.849,-86.272,IN,46254,1-(317)197-5845,,,,Account Coordinator,4/6/2013,1-(904)248-8173,Rose.Hernandez@foo.com,2,5,453
311,Frank,Williamson,12/15/1989,732 Melvin Parkway,,Cincinnati,39.1802,-84.4204,OH,45213,1-(513)379-5050,1-(808)380-6631,,,VP Accounting,8/30/2009,1-(404)642-4822,Frank.Williamson@foo.com,1,1,314
312,Anthony,Burke,3/30/1974,3 Arizona Junction,,Scranton,41.4019,-75.6376,PA,18514,1-(570)802-3424,1-(682)843-3623,,,Recruiting Manager,11/21/2005,1-(513)576-6965,Anthony.Burke@foo.com,1,4,561
313,Andrea,Simpson,1/13/1971,1 Toban Junction,,Minneapolis,45.1907,-93.3021,MN,55448,1-(612)479-3105,1-(831)694-1840,,,Operator,12/25/2006,1-(860)668-6480,Andrea.Simpson@foo.com,3,4,987
314,Julie,Armstrong,12/9/1962,96 Muir Center,,Greenville,34.8497,-82.4538,SC,29610,1-(864)610-5177,1-(269)326-5604,,,Quality Engineer,3/31/2011,1-(804)732-4707,Julie.Armstrong@foo.com,1,1,435
315,Chris,Thomas,1/12/1961,655 Independence Lane,,Evansville,37.9971,-87.575,IN,47747,1-(812)293-6236,1-(701)712-4837,,,Professor,2/23/2010,1-(530)594-1789,Chris.Thomas@foo.com,1,2,849
316,Wayne,Hall,5/14/1991,0984 Golf Trail,,Miami,25.768,-80.2714,FL,33134,1-(305)138-8390,1-(423)413-3972,,,Staff Scientist,2/24/2007,1-(763)115-0334,Wayne.Hall@foo.com,2,5,428
3,Anna,Lane,3/27/1985,8234 Warbler Park,,Colorado Springs,38.8152,-104.7703,CO,80910,1-(719)724-3261,1-(281)841-8296,,,VP Product Management,9/20/2007,1-(510)274-1596,Anna.Lane@foo.com,4,3,935
318,Paul,Rodriguez,7/4/1973,90 Manufacturers Street,#2,Allentown,40.6934,-75.4712,PA,18105,1-(610)350-1043,1-(419)301-2999,,,Junior Executive,11/10/2009,1-(301)369-4523,Paul.Rodriguez@foo.com,2,3,985
319,Daniel,Chavez,7/28/1955,164 Loftsgordon Trail,,Springfield,39.7495,-89.606,IL,62705,1-(217)313-4644,1-(804)714-2112,,,Director of Sales,7/3/2011,1-(616)510-7817,Daniel.Chavez@foo.com,2,2,966
320,Bobby,Lawrence,3/12/1993,6 Washington Hill,,Saint Paul,45.071,-92.9391,MN,55115,1-(952)308-1107,1-(701)454-2518,,,VP Quality Control,2/4/2009,1-(202)756-5449,Bobby.Lawrence@foo.com,2,5,901
321,Maria,Harrison,11/29/1992,58 Thierer Hill,,Mobile,30.6589,-88.178,AL,36641,1-(251)737-4765,1-(719)842-0712,,,Recruiting Manager,6/11/2011,1-(315)882-4789,Maria.Harrison@foo.com,5,2,465
322,Doris,Jacobs,9/7/1953,08976 Northwestern Trail,,Fort Wayne,41.0938,-85.0707,IN,46862,1-(260)693-5215,,,,Graphic Designer,4/22/2010,1-(202)165-8517,Doris.Jacobs@foo.com,1,1,765
323,Karen,Williams,1/6/1975,04892 Browning Avenue,,Trenton,40.2418,-74.6962,NJ,8619,1-(609)601-3596,1-(803)275-2860,,,Director of Sales,10/2/2010,1-(510)269-9587,Karen.Williams@foo.com,5,4,486
4,Margaret,Hunter,7/2/1957,2438 Porter Street,,Denver,39.7388,-104.4083,CO,80243,1-(303)294-1060,1-(612)315-7393,,,VP Marketing,11/13/2012,1-(910)863-3437,Margaret.Hunter@foo.com,4,1,1002
325,Stephen,Welch,5/10/1982,7 Westport Center,,Metairie,30.0005,-90.1331,LA,70005,1-(504)766-6024,1-(703)480-8627,,,Clinical Specialist,5/16/2006,1-(714)960-3371,Stephen.Welch@foo.com,4,2,777
326,Teresa,Gonzalez,4/13/1958,5738 Wayridge Junction,,Jacksonville,30.3584,-81.692,FL,32209,1-(904)205-8788,,,,Professor,12/14/2011,1-(281)365-0728,Teresa.Gonzalez@foo.com,1,5,850
327,Randy,Olson,5/2/1984,82192 Coleman Parkway,,Kansas City,39.035,-94.3567,MO,64187,1-(816)398-1981,1-(304)927-1649,,,Physical Therapy Assistant,8/22/2006,1-(754)959-9143,Randy.Olson@foo.com,4,5,998
328,Barbara,Graham,1/20/1979,84 Lien Circle,#1,Sacramento,38.3774,-121.4444,CA,94263,1-(916)784-3820,1-(917)132-1021,,,Cost Accountant,11/9/2009,1-(682)616-4902,Barbara.Graham@foo.com,2,4,912
329,Mark,Mason,7/10/1953,226 Messerschmidt Court,Suite 210,Birmingham,33.5225,-86.8094,AL,35263,1-(205)237-8066,,,,Research Assistant IV,10/2/2014,1-(602)569-5204,Mark.Mason@foo.com,2,3,396
330,George,Ramirez,1/2/1959,932 Mariners Cove Park,,Brockton,41.9705,-70.7014,MA,2305,1-(508)304-8688,1-(202)632-6184,,,Graphic Designer,6/14/2006,1-(763)303-9926,George.Ramirez@foo.com,1,3,805
331,Marilyn,Alexander,4/11/1988,137 Merry Center,,Pasadena,29.6518,-95.1464,TX,77505,1-(281)658-3807,1-(260)881-6897,,,Cost Accountant,7/4/2013,1-(505)646-2848,Marilyn.Alexander@foo.com,5,3,502
332,Judith,Morris,3/4/1968,74 Hanover Lane,,Washington,38.9164,-76.9948,DC,20397,1-(202)868-9962,1-(202)111-5605,,,Staff Scientist,11/19/2010,1-(520)589-6538,Judith.Morris@foo.com,4,2,481
333,Fred,Ryan,4/20/1953,03802 Corscot Drive,,Tucson,31.9701,-111.8907,AZ,85754,1-(520)478-2376,1-(517)285-3725,,,Teacher,4/13/2013,1-(361)911-3954,Fred.Ryan@foo.com,1,3,651
334,William,Thompson,11/21/1950,648 Johnson Junction,,Duluth,46.8147,-92.1998,MN,55811,1-(218)767-6311,1-(718)145-6988,,,Payment Adjustment Coordinator,11/24/2009,1-(916)465-3266,William.Thompson@foo.com,2,3,947
335,Chris,Gibson,11/11/1989,66834 Buhler Court,,Cheyenne,41.1084,-104.8107,WY,82007,1-(307)636-2746,1-(626)567-7520,,,Food Chemist,4/22/2009,1-(704)583-6103,Chris.Gibson@foo.com,1,3,432
336,Eric,Gilbert,4/12/1968,5 1st Drive,,Jamaica,40.6914,-73.8061,NY,11470,1-(917)230-5457,1-(323)313-8764,,,Biostatistician II,7/26/2014,1-(701)970-6548,Eric.Gilbert@foo.com,1,5,776
337,Catherine,Kelly,10/29/1975,325 Loomis Way,,Fort Myers,26.5228,-81.7065,FL,33913,1-(239)789-1183,1-(405)634-7063,,,Accounting Assistant I,10/21/2012,1-(205)466-3826,Catherine.Kelly@foo.com,2,5,414
338,Kevin,Spencer,4/15/1970,8 Nelson Road,,Louisville,38.189,-85.6768,KY,40293,1-(502)227-4589,1-(502)843-0996,,,Marketing Assistant,7/12/2014,1-(319)963-6354,Kevin.Spencer@foo.com,2,2,856
339,Jeremy,Chapman,6/29/1952,58 Onsgard Circle,#1,Memphis,35.0981,-89.9825,TN,38114,1-(901)133-3417,1-(757)290-3307,,,Design Engineer,11/30/2013,1-(619)748-8419,Jeremy.Chapman@foo.com,5,4,977
340,Arthur,Simmons,4/23/1966,791 Lakewood Junction,,Wilmington,39.8188,-75.5064,DE,19810,1-(302)424-5509,1-(305)823-1216,,,Senior Editor,1/24/2012,1-(281)705-6112,Arthur.Simmons@foo.com,5,5,839
341,Martin,Hudson,8/1/1980,713 David Pass,,Orlando,28.5559,-81.3535,FL,32803,1-(407)205-1957,1-(971)145-8860,,,Senior Editor,4/6/2010,1-(915)206-1238,Martin.Hudson@foo.com,1,3,401
342,Teresa,Schmidt,11/12/1961,56430 Arizona Circle,,San Diego,33.0169,-116.846,CA,92176,1-(619)459-5491,1-(251)433-9550,,tschmidt9h@ocn.ne.jp,Accountant IV,9/4/2007,1-(915)827-7458,Teresa.Schmidt@foo.com,2,5,936
343,Teresa,Rogers,8/30/1971,72326 Doe Crossing Junction,Apt. B,Raleigh,35.8887,-78.6393,NC,27615,1-(919)560-6684,1-(682)165-7932,,,Web Designer IV,1/22/2007,1-(813)828-2500,Teresa.Rogers@foo.com,5,4,482
344,Donna,George,9/16/1993,29194 Cascade Parkway,,Abilene,32.4665,-99.7117,TX,79699,1-(325)139-0766,1-(806)353-7044,,,Compensation Analyst,10/11/2008,1-(704)242-5819,Donna.George@foo.com,1,1,923
345,Willie,Flores,8/25/1968,4 Johnson Lane,,Torrance,33.8106,-118.3507,CA,90505,1-(310)560-9324,,,,Assistant Manager,8/28/2007,1-(661)231-3152,Willie.Flores@foo.com,516,2,560
346,Helen,Thompson,3/29/1979,38 Luster Place,#1,Tampa,28.06,-82.4079,FL,33620,1-(813)145-7177,1-(214)564-3188,,,Internal Auditor,8/9/2014,1-(212)971-9139,Helen.Thompson@foo.com,2,5,943
347,Jack,Sims,4/26/1989,966 Schlimgen Trail,,Santa Cruz,36.9959,-122.0578,CA,95064,1-(831)429-6258,1-(619)867-1544,,,Professor,1/12/2007,1-(713)185-6467,Jack.Sims@foo.com,5,1,582
348,Julie,Lopez,12/31/1971,1268 Ryan Terrace,,Anaheim,33.8356,-117.9132,CA,92825,1-(714)935-0336,1-(281)830-0102,,,Database Administrator IV,9/15/2015,1-(727)533-4939,Julie.Lopez@foo.com,1,4,620
349,Tammy,Romero,5/29/1974,03472 Washington Pass,,Atlanta,33.8444,-84.474,GA,30386,1-(404)664-2253,1-(646)775-5917,,,Director of Sales,8/4/2007,1-(714)571-5253,Tammy.Romero@foo.com,4,5,984
350,Andrea,Clark,1/30/1987,67 Spenser Place,,Fort Myers,26.5228,-81.7065,FL,33913,1-(239)630-7750,1-(404)787-0834,,,Executive Secretary,12/16/2009,1-(402)656-2489,Andrea.Clark@foo.com,4,3,370
351,Michelle,Scott,7/2/1957,6603 Maple Terrace,,Trenton,40.2805,-74.712,NJ,8650,1-(609)876-6572,1-(915)218-4470,,,Engineer III,12/31/2013,1-(540)357-1005,Michelle.Scott@foo.com,4,5,683
352,Paula,Alvarez,10/23/1956,20290 David Road,,Richmond,37.5593,-77.4471,VA,23203,1-(804)637-1663,1-(617)900-6402,,,Computer Systems Analyst I,5/3/2012,1-(518)114-7513,Paula.Alvarez@foo.com,1,2,581
353,Judith,Mccoy,11/16/1969,12 South Street,,Albany,42.6853,-73.8253,NY,12222,1-(518)614-3608,1-(916)269-4188,,,Structural Analysis Engineer,10/26/2008,1-(225)398-1207,Judith.Mccoy@foo.com,5,1,537
354,Brian,Boyd,4/6/1953,9 Mosinee Road,,Anaheim,33.817,-117.9286,CA,92812,1-(714)666-7515,1-(662)655-7151,,,Biostatistician I,4/13/2009,1-(785)344-1180,Brian.Boyd@foo.com,4,1,480
355,Phillip,Lee,4/8/1968,49 La Follette Place,,Pasadena,33.7866,-118.2987,CA,91125,1-(626)720-6641,1-(262)532-4176,,,Software Consultant,7/13/2015,1-(717)472-9994,Phillip.Lee@foo.com,4,2,645
1,Ruth,Shaw,6/5/1992,820 Lyons Road,Apt. A,Glendale,33.7866,-118.2987,CA,91210,1-(818)903-3989,1-(907)937-8589,,,VP Sales,2/7/2013,1-(608)811-5018,Ruth.Shaw@foo.com,3,1,396
357,Lisa,Jenkins,12/8/1952,8603 Morning Terrace,,Manchester,42.9521,-71.6539,NH,3105,1-(603)244-8512,1-(603)125-7077,,,Executive Secretary,1/19/2008,1-(919)891-0408,Lisa.Jenkins@foo.com,3,1,858
358,Christine,Davis,6/1/1963,4 Bunting Terrace,,Los Angeles,33.9631,-118.3941,CA,90045,1-(213)935-9699,1-(831)392-6482,,,Teacher,3/20/2010,1-(406)706-5603,Christine.Davis@foo.com,1,5,428
359,Amy,Perkins,10/1/1973,9682 American Avenue,,Little Rock,34.6725,-92.3529,AR,72209,1-(501)682-3812,1-(518)762-5092,,,Database Administrator I,9/5/2013,1-(202)479-5211,Amy.Perkins@foo.com,1,5,652
360,Willie,Ramos,7/31/1986,99232 Glendale Trail,Apt. A,Denver,39.7388,-104.4083,CO,80270,1-(303)486-2355,1-(971)750-4415,,,Help Desk Technician,9/27/2012,1-(404)702-6887,Willie.Ramos@foo.com,3,1,787
361,Catherine,Ford,10/20/1972,60431 Hoffman Terrace,,Lexington,38.0283,-84.4715,KY,40596,1-(859)840-1784,,,,Nurse Practicioner,2/25/2013,1-(702)880-5782,Catherine.Ford@foo.com,1,4,473
362,Ralph,Schmidt,10/12/1956,36939 Karstens Street,Floor 2,Houston,29.834,-95.4342,TX,77206,1-(713)232-3191,1-(423)161-1975,,,Pharmacist,3/5/2006,1-(504)625-2414,Ralph.Schmidt@foo.com,3,3,710
363,Stephen,Stewart,5/28/1985,70 American Court,,Knoxville,35.9924,-84.1201,TN,37931,1-(865)604-7743,1-(501)512-7198,,,Information Systems Manager,6/12/2007,1-(857)806-0240,Stephen.Stewart@foo.com,1,5,993
364,Jonathan,Wallace,7/24/1968,59553 Hallows Drive,#1,El Paso,31.6948,-106.3,TX,79950,1-(915)493-0882,1-(904)453-6076,,,Staff Accountant II,8/16/2011,1-(414)125-3828,Jonathan.Wallace@foo.com,2,3,514
365,Douglas,Rice,3/24/1957,3892 Packers Crossing,Apt. C,Pompano Beach,26.1457,-80.4483,FL,33075,1-(754)328-2219,1-(813)112-8248,,,Account Executive,2/22/2012,1-(713)291-0643,Douglas.Rice@foo.com,2,1,579
366,Joan,Moreno,9/6/1967,69 Elgar Drive,,Eugene,44.0185,-123.0998,OR,97405,1-(541)960-0485,1-(404)202-4271,,,Environmental Tech,8/13/2007,1-(561)117-9739,Joan.Moreno@foo.com,1,4,383
367,Barbara,Ramos,6/10/1988,6833 Heffernan Road,,Portland,43.6783,-70.1987,ME,4109,1-(207)449-1743,1-(832)204-2160,,,Sales Representative,4/4/2009,1-(214)526-9101,Barbara.Ramos@foo.com,1,5,585
368,Tammy,Richardson,12/14/1983,045 Summit Court,,Tulsa,36.1499,-95.7923,OK,74108,1-(918)154-4164,1-(413)773-2209,,,VP Accounting,11/11/2009,1-(313)255-8337,Tammy.Richardson@foo.com,3,5,596
369,Christine,Young,2/25/1989,1 Westerfield Road,Floor 2,San Francisco,37.7848,-122.7278,CA,94137,1-(415)197-2194,1-(717)581-5146,,,Product Engineer,6/8/2009,1-(915)951-8696,Christine.Young@foo.com,2,5,787
370,Larry,Lynch,1/16/1985,04 Hermina Circle,,New Bedford,41.6913,-70.9355,MA,2745,1-(508)539-3475,1-(313)585-0976,,,Software Test Engineer I,3/22/2010,1-(810)354-8753,Larry.Lynch@foo.com,4,1,529
371,Tammy,Torres,6/7/1975,35245 Jackson Terrace,,Buffalo,42.7684,-78.8871,NY,14263,1-(716)326-4607,1-(251)442-0331,,,VP Sales,11/26/2014,1-(517)391-1054,Tammy.Torres@foo.com,5,2,751
